paper_id,filename,title,link
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://github.com/kermitt2/grobid
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://doi.org/10.2172/1846008
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://beta.nsf.gov/funding/opportunities/cyberinfrastructure-sustained-scientific
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://bssw.io/blog
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://www.software.ac.uk/blog/2014-12-04-its-impossible-conduct-research-without-software-say-7-out-10-uk-researchers
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://collegeville.github.io/CW3S19/
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://collegeville.github.io/Workshops/
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://molssi.org
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://exascaleproject.org/
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://www.scidac.gov/
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://society-rse.org
paper7,paper7.tei.xml,Research Software Science: Expanding the Impact of Research Software Engineering,https://us-rse.org
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://github.com/kermitt2/grobid
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.nytimes.com/2018/11/19/science/science-research-fraud-reproducibility.html
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.bbc.com/news/science-environment-39054778
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.nature.com/articles/d42473-019-00004-y
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.semanticscholar.org/paper/c2321c16a12b0a71ab99214a054a60bd2655a505
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://data.europa.eu/doi/10.2777/186782
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://data.europa.eu/doi/10.2777/341654
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.R-project.org/
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.oecd-ilibrary.org/science-and-technology/frascati-manual-2015_9789264239012-en
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.the100.ci/2020/06/29/red-team-part-1/
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://osf.io/7ef5h/
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.connectedpapers.com/
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.zotero.org/groups/4983756/osirisconsortium/collections/5Q3IJKZ2
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://royalsocietypublishing.org/
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,http://dedupendnote.nl/
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://translate.google.com
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://www.deepl.com/en/translator
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://osf.io/7kmxz
paper8,paper8.tei.xml,Open science interventions to improve reproducibility and replicability of research: a scoping review,https://osf.io/pg3ny
paper9,paper9.tei.xml,Research Software Engineering in 2030,https://github.com/kermitt2/grobid
paper9,paper9.tei.xml,Research Software Engineering in 2030,https://doi.org/10.5281/zenodo.495360
paper9,paper9.tei.xml,Research Software Engineering in 2030,https://www.software.ac.uk/blog/2016-09-12-its-impossible-conduct-research-without-sof
paper9,paper9.tei.xml,Research Software Engineering in 2030,https://researchsoftware.org/council.html
paper9,paper9.tei.xml,Research Software Engineering in 2030,https://doi.org/10.1109/MS.2020.2973362
paper9,paper9.tei.xml,Research Software Engineering in 2030,https://doi.org/10.1109/MCSE.2013.133
paper9,paper9.tei.xml,Research Software Engineering in 2030,https://doi.org/10.1109/MCSE.2018.03221924
paper9,paper9.tei.xml,Research Software Engineering in 2030,https://doi.org/10.54900/zwm7q-vet94
